"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS",16,-0.887483999406846,-2.2300275960168,5.54673119332868e-05,0.0231678918650343,0.0221129769065947,537,"tags=12%, list=2%, signal=12%","ENSDARG00000078619/ENSDARG00000032469"
"GOBP_EXONUCLEOLYTIC_CATABOLISM_OF_DEADENYLATED_MRNA","GOBP_EXONUCLEOLYTIC_CATABOLISM_OF_DEADENYLATED_MRNA","GOBP_EXONUCLEOLYTIC_CATABOLISM_OF_DEADENYLATED_MRNA",12,0.952386926239416,2.04725711639128,5.78503265751287e-05,0.0233109698757186,0.0222495400761975,8,"tags=8%, list=0%, signal=8%","ENSDARG00000008255"
"CAIRO_HEPATOBLASTOMA_DN","CAIRO_HEPATOBLASTOMA_DN","CAIRO_HEPATOBLASTOMA_DN",241,0.582582123904502,1.95045364226074,5.75955496165632e-05,0.0233109698757186,0.0222495400761975,4041,"tags=29%, list=18%, signal=24%","ENSDARG00000098386/ENSDARG00000035601/ENSDARG00000057263/ENSDARG00000044751/ENSDARG00000063539/ENSDARG00000018478/ENSDARG00000002917/ENSDARG00000093006/ENSDARG00000075833/ENSDARG00000056795/ENSDARG00000103980/ENSDARG00000013522/ENSDARG00000038199/ENSDARG00000018898/ENSDARG00000098315/ENSDARG00000091801/ENSDARG00000023217/ENSDARG00000099424/ENSDARG00000079059/ENSDARG00000006031/ENSDARG00000008835/ENSDARG00000045999/ENSDARG00000043587/ENSDARG00000045557/ENSDARG00000059294/ENSDARG00000062271/ENSDARG00000019417/ENSDARG00000025797/ENSDARG00000073709/ENSDARG00000095830/ENSDARG00000103727/ENSDARG00000086746/ENSDARG00000086998/ENSDARG00000003144/ENSDARG00000042978/ENSDARG00000042977/ENSDARG00000038312/ENSDARG00000019492/ENSDARG00000059058/ENSDARG00000074060/ENSDARG00000015263/ENSDARG00000076563/ENSDARG00000074765/ENSDARG00000009779/ENSDARG00000036135/ENSDARG00000024831/ENSDARG00000035859/ENSDARG00000039517/ENSDARG00000002271/ENSDARG00000029493/ENSDARG00000115817/ENSDARG00000037057/ENSDARG00000101034/ENSDARG00000052099/ENSDARG00000103295/ENSDARG00000076238/ENSDARG00000010641/ENSDARG00000061994/ENSDARG00000027984/ENSDARG00000057113/ENSDARG00000020956/ENSDARG00000042982/ENSDARG00000051889/ENSDARG00000017444/ENSDARG00000012640/ENSDARG00000079933/ENSDARG00000014556/ENSDARG00000006840/ENSDARG00000025338/ENSDARG00000098686/ENSDARG00000039516"
"KIM_GERMINAL_CENTER_T_HELPER_UP","KIM_GERMINAL_CENTER_T_HELPER_UP","KIM_GERMINAL_CENTER_T_HELPER_UP",56,-0.745139345672654,-2.35886590117626,5.97863193888586e-05,0.0233610513745345,0.0222973411896183,2,"tags=5%, list=0%, signal=5%","ENSDARG00000026990/ENSDARG00000040497/ENSDARG00000032469"
"GOBP_HISTONE_LYSINE_DEMETHYLATION","GOBP_HISTONE_LYSINE_DEMETHYLATION","GOBP_HISTONE_LYSINE_DEMETHYLATION",22,-0.782512635316887,-2.07615596252374,5.89370938098081e-05,0.0233610513745345,0.0222973411896183,4,"tags=9%, list=0%, signal=9%","ENSDARG00000088087/ENSDARG00000061504"
"PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP","PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP",13,0.890252155273585,1.93302401760953,6.62479525243409e-05,0.0254995290694064,0.0243384465330587,1886,"tags=77%, list=8%, signal=71%","ENSDARG00000015355/ENSDARG00000043249/ENSDARG00000098700/ENSDARG00000102299/ENSDARG00000042138/ENSDARG00000103466/ENSDARG00000045190/ENSDARG00000007709/ENSDARG00000104795/ENSDARG00000093990"
"HP_FOCAL_T2_HYPERINTENSE_BASAL_GANGLIA_LESION","HP_FOCAL_T2_HYPERINTENSE_BASAL_GANGLIA_LESION","HP_FOCAL_T2_HYPERINTENSE_BASAL_GANGLIA_LESION",39,0.839397122053984,2.29774622783685,7.60058874803332e-05,0.0260832666800141,0.024895604533367,2,"tags=3%, list=0%, signal=3%","ENSDARG00000056108"
"REACTOME_DEADENYLATION_OF_MRNA","REACTOME_DEADENYLATION_OF_MRNA","REACTOME_DEADENYLATION_OF_MRNA",25,0.8874349734386,2.23372783943889,7.33016908917089e-05,0.0260832666800141,0.024895604533367,8,"tags=4%, list=0%, signal=4%","ENSDARG00000008255"
"HP_ABNORMALITY_OF_SKELETAL_MUSCLE_FIBER_SIZE","HP_ABNORMALITY_OF_SKELETAL_MUSCLE_FIBER_SIZE","HP_ABNORMALITY_OF_SKELETAL_MUSCLE_FIBER_SIZE",62,0.775855687410183,2.21858089387885,7.10789261446389e-05,0.0260832666800141,0.024895604533367,274,"tags=5%, list=1%, signal=5%","ENSDARG00000056108/ENSDARG00000007344/ENSDARG00000071498"
"GOBP_NEURAL_CREST_CELL_MIGRATION","GOBP_NEURAL_CREST_CELL_MIGRATION","GOBP_NEURAL_CREST_CELL_MIGRATION",62,0.774866137793169,2.21575124925617,7.44838648779235e-05,0.0260832666800141,0.024895604533367,9,"tags=3%, list=0%, signal=3%","ENSDARG00000036571/ENSDARG00000007723"
"GOBP_MESENCHYMAL_CELL_DEVELOPMENT","GOBP_MESENCHYMAL_CELL_DEVELOPMENT","GOBP_MESENCHYMAL_CELL_DEVELOPMENT",88,0.729045707878176,2.19199485184926,7.29796531653769e-05,0.0260832666800141,0.024895604533367,9,"tags=2%, list=0%, signal=2%","ENSDARG00000036571/ENSDARG00000007723"
"GOBP_IMP_BIOSYNTHETIC_PROCESS","GOBP_IMP_BIOSYNTHETIC_PROCESS","GOBP_IMP_BIOSYNTHETIC_PROCESS",10,-0.962742963772864,-2.13047299921133,7.2319960945454e-05,0.0260832666800141,0.024895604533367,65,"tags=20%, list=0%, signal=20%","ENSDARG00000016706/ENSDARG00000032469"
"SINGH_KRAS_DEPENDENCY_SIGNATURE","SINGH_KRAS_DEPENDENCY_SIGNATURE","SINGH_KRAS_DEPENDENCY_SIGNATURE",17,-0.841939227116603,-2.11520316679987,7.18170512548367e-05,0.0260832666800141,0.024895604533367,2,"tags=12%, list=0%, signal=12%","ENSDARG00000039535/ENSDARG00000032469"
"RUBENSTEIN_SKELETAL_MUSCLE_SATELLITE_CELLS","RUBENSTEIN_SKELETAL_MUSCLE_SATELLITE_CELLS","RUBENSTEIN_SKELETAL_MUSCLE_SATELLITE_CELLS",293,0.541242007294644,1.84375967210247,7.61651464544461e-05,0.0260832666800141,0.024895604533367,7468,"tags=56%, list=33%, signal=38%","ENSDARG00000056108/ENSDARG00000035871/ENSDARG00000041623/ENSDARG00000010516/ENSDARG00000025147/ENSDARG00000087303/ENSDARG00000019861/ENSDARG00000074378/ENSDARG00000005586/ENSDARG00000038559/ENSDARG00000055751/ENSDARG00000041314/ENSDARG00000019339/ENSDARG00000031683/ENSDARG00000013415/ENSDARG00000038742/ENSDARG00000035400/ENSDARG00000086881/ENSDARG00000099776/ENSDARG00000035256/ENSDARG00000069135/ENSDARG00000016470/ENSDARG00000095826/ENSDARG00000010008/ENSDARG00000037867/ENSDARG00000020298/ENSDARG00000039502/ENSDARG00000043531/ENSDARG00000115271/ENSDARG00000059360/ENSDARG00000016238/ENSDARG00000034291/ENSDARG00000019274/ENSDARG00000052371/ENSDARG00000012688/ENSDARG00000058656/ENSDARG00000007795/ENSDARG00000035860/ENSDARG00000045695/ENSDARG00000070437/ENSDARG00000006900/ENSDARG00000105009/ENSDARG00000088030/ENSDARG00000011146/ENSDARG00000042864/ENSDARG00000013351/ENSDARG00000007760/ENSDARG00000001950/ENSDARG00000036116/ENSDARG00000021838/ENSDARG00000094673/ENSDARG00000038306/ENSDARG00000005842/ENSDARG00000011405/ENSDARG00000098852/ENSDARG00000006413/ENSDARG00000040439/ENSDARG00000015128/ENSDARG00000099104/ENSDARG00000041435/ENSDARG00000045487/ENSDARG00000100588/ENSDARG00000025581/ENSDARG00000070849/ENSDARG00000032319/ENSDARG00000077291/ENSDARG00000012138/ENSDARG00000030408/ENSDARG00000045296/ENSDARG00000059128/ENSDARG00000032102/ENSDARG00000011201/ENSDARG00000019181/ENSDARG00000043509/ENSDARG00000090036/ENSDARG00000018334/ENSDARG00000053457/ENSDARG00000041232/ENSDARG00000100452/ENSDARG00000042566/ENSDARG00000099572/ENSDARG00000070922/ENSDARG00000030602/ENSDARG00000070452/ENSDARG00000106529/ENSDARG00000055996/ENSDARG00000077717/ENSDARG00000007241/ENSDARG00000053365/ENSDARG00000044093/ENSDARG00000038608/ENSDARG00000025073/ENSDARG00000103007/ENSDARG00000011841/ENSDARG00000036875/ENSDARG00000032725/ENSDARG00000009285/ENSDARG00000071336/ENSDARG00000039493/ENSDARG00000029500/ENSDARG00000034470/ENSDARG00000102317/ENSDARG00000077533/ENSDARG00000009447/ENSDARG00000009950/ENSDARG00000043457/ENSDARG00000103433/ENSDARG00000058451/ENSDARG00000058105/ENSDARG00000006316/ENSDARG00000036298/ENSDARG00000034957/ENSDARG00000010244/ENSDARG00000041811/ENSDARG00000092553/ENSDARG00000001788/ENSDARG00000090462/ENSDARG00000003599/ENSDARG00000020197/ENSDARG00000057556/ENSDARG00000035692/ENSDARG00000019230/ENSDARG00000056167/ENSDARG00000009212/ENSDARG00000010160/ENSDARG00000063912/ENSDARG00000036629/ENSDARG00000051783/ENSDARG00000025850/ENSDARG00000100392/ENSDARG00000014867/ENSDARG00000068992/ENSDARG00000005791/ENSDARG00000007320/ENSDARG00000010717/ENSDARG00000032970/ENSDARG00000042905/ENSDARG00000027687/ENSDARG00000019644/ENSDARG00000019778/ENSDARG00000023298/ENSDARG00000063344/ENSDARG00000034897/ENSDARG00000092693/ENSDARG00000037350/ENSDARG00000043453/ENSDARG00000043663/ENSDARG00000021257/ENSDARG00000037962/ENSDARG00000004697/ENSDARG00000059304/ENSDARG00000090697/ENSDARG00000021864/ENSDARG00000006691/ENSDARG00000017775/ENSDARG00000056008/ENSDARG00000092170/ENSDARG00000003695/ENSDARG00000039346/ENSDARG00000033175/ENSDARG00000069422/ENSDARG00000041182/ENSDARG00000026369/ENSDARG00000039347"
"GOBP_T_CELL_ACTIVATION","GOBP_T_CELL_ACTIVATION","GOBP_T_CELL_ACTIVATION",358,0.523801086467602,1.81336026574063,7.6867201817871e-05,0.0260832666800141,0.024895604533367,1983,"tags=14%, list=9%, signal=13%","ENSDARG00000098386/ENSDARG00000007723/ENSDARG00000102434/ENSDARG00000074302/ENSDARG00000087832/ENSDARG00000078147/ENSDARG00000043249/ENSDARG00000079553/ENSDARG00000009087/ENSDARG00000098700/ENSDARG00000004763/ENSDARG00000015752/ENSDARG00000042130/ENSDARG00000027391/ENSDARG00000052158/ENSDARG00000042440/ENSDARG00000039269/ENSDARG00000038095/ENSDARG00000103146/ENSDARG00000055986/ENSDARG00000038878/ENSDARG00000013522/ENSDARG00000088022/ENSDARG00000053311/ENSDARG00000087195/ENSDARG00000039351/ENSDARG00000042725/ENSDARG00000019861/ENSDARG00000057644/ENSDARG00000104693/ENSDARG00000046148/ENSDARG00000055163/ENSDARG00000022712/ENSDARG00000063050/ENSDARG00000001807/ENSDARG00000004952/ENSDARG00000016439/ENSDARG00000078643/ENSDARG00000042908/ENSDARG00000020788/ENSDARG00000000767/ENSDARG00000059906/ENSDARG00000041060/ENSDARG00000093990/ENSDARG00000068086/ENSDARG00000070121/ENSDARG00000077768/ENSDARG00000021572/ENSDARG00000075229"
"WP_PURINE_METABOLISM","WP_PURINE_METABOLISM","WP_PURINE_METABOLISM",13,-0.860173218219107,-2.01728410236892,8.4582156525342e-05,0.028328431618598,0.0270385392780396,537,"tags=23%, list=2%, signal=23%","ENSDARG00000078619/ENSDARG00000016706/ENSDARG00000075395"
"GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS","GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS",18,-0.852883266256577,-2.18752233577002,8.83987603416006e-05,0.0292271234673018,0.027896310550985,669,"tags=11%, list=3%, signal=11%","ENSDARG00000068910/ENSDARG00000052223"
"GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS","GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",32,-0.838002972784872,-2.38245422822054,9.24243980592151e-05,0.0301713012854316,0.0287974966584502,65,"tags=6%, list=0%, signal=6%","ENSDARG00000016706/ENSDARG00000032469"
"HP_AQUEDUCTAL_STENOSIS","HP_AQUEDUCTAL_STENOSIS","HP_AQUEDUCTAL_STENOSIS",19,0.85048716375259,2.04432539851422,9.47707687359881e-05,0.030550541936655,0.0291594691595046,4,"tags=5%, list=0%, signal=5%","ENSDARG00000036571"
"GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR","GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR",51,0.780113253650918,2.17272444435951,9.75300132094968e-05,0.0310518705019718,0.0296379704859113,2,"tags=2%, list=0%, signal=2%","ENSDARG00000056108"
"GOBP_NEURAL_CREST_CELL_DIFFERENTIATION","GOBP_NEURAL_CREST_CELL_DIFFERENTIATION","GOBP_NEURAL_CREST_CELL_DIFFERENTIATION",96,0.711314162961283,2.15844051612436,0.000103179542048442,0.0324499659742349,0.0309724057928211,9,"tags=2%, list=0%, signal=2%","ENSDARG00000036571/ENSDARG00000007723"
"GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP","GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_UP",194,0.596631953998517,1.96522952343594,0.000104885639340307,0.0325891054571948,0.0311052097696098,458,"tags=3%, list=2%, signal=3%","ENSDARG00000056108/ENSDARG00000008255/ENSDARG00000014427/ENSDARG00000021688/ENSDARG00000037000/ENSDARG00000054292"
"GSE20715_0H_VS_24H_OZONE_LUNG_DN","GSE20715_0H_VS_24H_OZONE_LUNG_DN","GSE20715_0H_VS_24H_OZONE_LUNG_DN",182,0.616003498299931,2.01635602760902,0.000107649834387147,0.0328820712830013,0.0313848358390951,2780,"tags=18%, list=12%, signal=16%","ENSDARG00000098386/ENSDARG00000007723/ENSDARG00000015355/ENSDARG00000035810/ENSDARG00000019742/ENSDARG00000061231/ENSDARG00000086189/ENSDARG00000054292/ENSDARG00000041623/ENSDARG00000039863/ENSDARG00000075833/ENSDARG00000086133/ENSDARG00000041078/ENSDARG00000070914/ENSDARG00000045999/ENSDARG00000028396/ENSDARG00000068382/ENSDARG00000017799/ENSDARG00000091003/ENSDARG00000074695/ENSDARG00000035253/ENSDARG00000077782/ENSDARG00000055966/ENSDARG00000043518/ENSDARG00000031246/ENSDARG00000071410/ENSDARG00000103435/ENSDARG00000028957/ENSDARG00000068194/ENSDARG00000017365/ENSDARG00000062799/ENSDARG00000018404/ENSDARG00000035264"
"HP_RECURRENT_HAND_FLAPPING","HP_RECURRENT_HAND_FLAPPING","HP_RECURRENT_HAND_FLAPPING",13,0.881464346502989,1.91394285581161,0.000108378613325647,0.0328820712830013,0.0313848358390951,14,"tags=8%, list=0%, signal=8%","ENSDARG00000062447"
"GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE","GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE","GOBP_CELLULAR_METABOLIC_COMPOUND_SALVAGE",27,-0.863943319813239,-2.38428017235023,0.000122465925840923,0.0347063050715558,0.0331260058977924,537,"tags=11%, list=2%, signal=11%","ENSDARG00000078619/ENSDARG00000075395/ENSDARG00000032469"
"MIR4524B_3P","MIR4524B_3P","MIR4524B_3P",68,-0.712314421572688,-2.2915704502937,0.000116328430020082,0.0347063050715558,0.0331260058977924,1488,"tags=9%, list=7%, signal=8%","ENSDARG00000090854/ENSDARG00000079102/ENSDARG00000076624/ENSDARG00000070037/ENSDARG00000016818/ENSDARG00000032469"
"MIR6501_5P","MIR6501_5P","MIR6501_5P",66,-0.704103611485225,-2.27249298830358,0.000122318722958951,0.0347063050715558,0.0331260058977924,495,"tags=8%, list=2%, signal=7%","ENSDARG00000059939/ENSDARG00000028725/ENSDARG00000086669/ENSDARG00000071018/ENSDARG00000032469"
"MODULE_253","MODULE_253","MODULE_253",24,0.881778750499313,2.19761392150483,0.00011810481995941,0.0347063050715558,0.0331260058977924,3,"tags=4%, list=0%, signal=4%","ENSDARG00000035924"
"HP_CLEFT_UPPER_LIP","HP_CLEFT_UPPER_LIP","HP_CLEFT_UPPER_LIP",161,0.618444350450998,2.00419041432787,0.000121849820380041,0.0347063050715558,0.0331260058977924,690,"tags=4%, list=3%, signal=4%","ENSDARG00000036571/ENSDARG00000007723/ENSDARG00000101279/ENSDARG00000098700/ENSDARG00000014309/ENSDARG00000024904/ENSDARG00000055754"
"GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_DN","GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_DN","GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_DN",183,0.595305520905812,1.95151523461087,0.000120877614366371,0.0347063050715558,0.0331260058977924,1514,"tags=16%, list=7%, signal=15%","ENSDARG00000098386/ENSDARG00000078147/ENSDARG00000043249/ENSDARG00000079553/ENSDARG00000037262/ENSDARG00000027529/ENSDARG00000098700/ENSDARG00000026611/ENSDARG00000013598/ENSDARG00000063539/ENSDARG00000025428/ENSDARG00000042138/ENSDARG00000041623/ENSDARG00000056795/ENSDARG00000045190/ENSDARG00000103980/ENSDARG00000088022/ENSDARG00000016011/ENSDARG00000037411/ENSDARG00000074378/ENSDARG00000045557/ENSDARG00000013576/ENSDARG00000098918/ENSDARG00000062271/ENSDARG00000019417/ENSDARG00000005481/ENSDARG00000077069/ENSDARG00000104795/ENSDARG00000031683"
"MODULE_278","MODULE_278","MODULE_278",36,0.844483612329718,2.27736287599463,0.000130360750921761,0.0357726315364995,0.0341437787979577,7,"tags=3%, list=0%, signal=3%","ENSDARG00000098386"
"HP_EXERCISE_INDUCED_MUSCLE_FATIGUE","HP_EXERCISE_INDUCED_MUSCLE_FATIGUE","HP_EXERCISE_INDUCED_MUSCLE_FATIGUE",16,-0.859752587433272,-2.16034542257039,0.000130389986600138,0.0357726315364995,0.0341437787979577,2,"tags=12%, list=0%, signal=13%","ENSDARG00000016963/ENSDARG00000032469"
"HP_INCREASED_INTRAMYOCELLULAR_LIPID_DROPLETS","HP_INCREASED_INTRAMYOCELLULAR_LIPID_DROPLETS","HP_INCREASED_INTRAMYOCELLULAR_LIPID_DROPLETS",19,0.841155594420217,2.02189500213998,0.000127962503249392,0.0357726315364995,0.0341437787979577,1237,"tags=16%, list=6%, signal=15%","ENSDARG00000056108/ENSDARG00000062618/ENSDARG00000026582"
"REACTOME_EPHRIN_SIGNALING","REACTOME_EPHRIN_SIGNALING","REACTOME_EPHRIN_SIGNALING",22,0.849442317633793,2.09560787528508,0.000141389655220277,0.0372723765741716,0.0355752352108683,9,"tags=5%, list=0%, signal=5%","ENSDARG00000007723"
"TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL","TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL","TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL",138,0.652288341293419,2.0871446855094,0.000138441878096566,0.0372723765741716,0.0355752352108683,1111,"tags=12%, list=5%, signal=11%","ENSDARG00000007723/ENSDARG00000062447/ENSDARG00000035810/ENSDARG00000043249/ENSDARG00000079553/ENSDARG00000009087/ENSDARG00000037262/ENSDARG00000071498/ENSDARG00000061231/ENSDARG00000027391/ENSDARG00000044039/ENSDARG00000056795/ENSDARG00000089878/ENSDARG00000003281/ENSDARG00000018569/ENSDARG00000028396"
"HP_MUSCLE_SPASM","HP_MUSCLE_SPASM","HP_MUSCLE_SPASM",157,-0.552796415841272,-2.03504148154798,0.000139375500118517,0.0372723765741716,0.0355752352108683,7,"tags=3%, list=0%, signal=3%","ENSDARG00000033566/ENSDARG00000052897/ENSDARG00000075395/ENSDARG00000027355/ENSDARG00000032469"
"MODULE_89","MODULE_89","MODULE_89",19,0.838585052090133,2.0157161611212,0.000141637632489387,0.0372723765741716,0.0355752352108683,1156,"tags=58%, list=5%, signal=55%","ENSDARG00000105478/ENSDARG00000070280/ENSDARG00000105328/ENSDARG00000075508/ENSDARG00000105384/ENSDARG00000075538/ENSDARG00000058479/ENSDARG00000051735/ENSDARG00000077504/ENSDARG00000038559/ENSDARG00000068995"
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE","GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",49,0.795938189348896,2.20985390506803,0.000143375340699544,0.0373485521343489,0.0356479422319844,2,"tags=2%, list=0%, signal=2%","ENSDARG00000056108"
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",25,0.873587015604199,2.19887168675176,0.000145426358763257,0.0375040036614563,0.0357963155086316,8,"tags=4%, list=0%, signal=4%","ENSDARG00000008255"
"AIZARANI_LIVER_C13_LSECS_2","AIZARANI_LIVER_C13_LSECS_2","AIZARANI_LIVER_C13_LSECS_2",256,0.544707973665325,1.83419231110097,0.000157647269021041,0.0402531229780557,0.038420257829995,3540,"tags=26%, list=16%, signal=22%","ENSDARG00000007723/ENSDARG00000062447/ENSDARG00000019742/ENSDARG00000061231/ENSDARG00000039863/ENSDARG00000075833/ENSDARG00000103466/ENSDARG00000088022/ENSDARG00000041792/ENSDARG00000097208/ENSDARG00000076789/ENSDARG00000100057/ENSDARG00000037411/ENSDARG00000089878/ENSDARG00000060012/ENSDARG00000078389/ENSDARG00000104693/ENSDARG00000008835/ENSDARG00000057887/ENSDARG00000071355/ENSDARG00000073718/ENSDARG00000019845/ENSDARG00000017489/ENSDARG00000077866/ENSDARG00000068193/ENSDARG00000062552/ENSDARG00000007836/ENSDARG00000098857/ENSDARG00000026882/ENSDARG00000060668/ENSDARG00000054848/ENSDARG00000041787/ENSDARG00000070357/ENSDARG00000015263/ENSDARG00000074765/ENSDARG00000061690/ENSDARG00000061226/ENSDARG00000076541/ENSDARG00000020086/ENSDARG00000090615/ENSDARG00000038669/ENSDARG00000039150/ENSDARG00000036616/ENSDARG00000024831/ENSDARG00000034541/ENSDARG00000061737/ENSDARG00000062799/ENSDARG00000008414/ENSDARG00000092281/ENSDARG00000057698/ENSDARG00000056656/ENSDARG00000068030/ENSDARG00000009390/ENSDARG00000115817/ENSDARG00000015576/ENSDARG00000100426/ENSDARG00000088672/ENSDARG00000045273/ENSDARG00000052623/ENSDARG00000087956/ENSDARG00000101385/ENSDARG00000043729/ENSDARG00000060745/ENSDARG00000019763/ENSDARG00000023963/ENSDARG00000023185"
"MODULE_102","MODULE_102","MODULE_102",18,0.914673180161895,2.16945633078985,0.000160609325823196,0.040607391212298,0.038758394995352,7,"tags=6%, list=0%, signal=6%","ENSDARG00000098386"
"HP_APLASIA_HYPOPLASIA_OF_THE_EARLOBES","HP_APLASIA_HYPOPLASIA_OF_THE_EARLOBES","HP_APLASIA_HYPOPLASIA_OF_THE_EARLOBES",41,0.81341562791583,2.22727613363186,0.000165531075362985,0.0414454456556896,0.0395582898956367,4,"tags=2%, list=0%, signal=2%","ENSDARG00000036571"
"GOBP_NUCLEOSOME_POSITIONING","GOBP_NUCLEOSOME_POSITIONING","GOBP_NUCLEOSOME_POSITIONING",19,0.83236836709537,2.0007730466675,0.000168987949220461,0.041904136754293,0.0399960951879682,1036,"tags=47%, list=5%, signal=45%","ENSDARG00000105328/ENSDARG00000074012/ENSDARG00000075508/ENSDARG00000054058/ENSDARG00000075538/ENSDARG00000058479/ENSDARG00000051735/ENSDARG00000077504/ENSDARG00000038559"
"HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY","HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY","HP_ABNORMAL_HEART_VALVE_PHYSIOLOGY",314,0.51693724948355,1.76630273109195,0.000176829605320907,0.0434310351582941,0.0414534685796902,1591,"tags=6%, list=7%, signal=6%","ENSDARG00000057911/ENSDARG00000036571/ENSDARG00000103277/ENSDARG00000078147/ENSDARG00000019742/ENSDARG00000071498/ENSDARG00000033735/ENSDARG00000052158/ENSDARG00000086189/ENSDARG00000038878/ENSDARG00000094901/ENSDARG00000016750/ENSDARG00000061685/ENSDARG00000075285/ENSDARG00000029476/ENSDARG00000026403/ENSDARG00000009544/ENSDARG00000070755/ENSDARG00000013415/ENSDARG00000022309"
"MODULE_22","MODULE_22","MODULE_22",45,0.797996838882715,2.20082858629867,0.00018552732183306,0.0447155523621756,0.0426794972330967,2,"tags=2%, list=0%, signal=2%","ENSDARG00000056108"
"GOCC_MICROTUBULE_ASSOCIATED_COMPLEX","GOCC_MICROTUBULE_ASSOCIATED_COMPLEX","GOCC_MICROTUBULE_ASSOCIATED_COMPLEX",144,0.629446398547599,2.03196928215503,0.000184553274919197,0.0447155523621756,0.0426794972330967,3,"tags=1%, list=0%, signal=1%","ENSDARG00000057911/ENSDARG00000035924"
"GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS","GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS","GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",13,-0.839721937244894,-1.96932161864062,0.000189853312319505,0.0453345099204417,0.0432702714939503,487,"tags=31%, list=2%, signal=30%","ENSDARG00000044809/ENSDARG00000058553/ENSDARG00000016706/ENSDARG00000037378"
"HP_ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY","HP_ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY","HP_ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY",51,0.767262640287769,2.13693369007037,0.000210409898914994,0.0497822099368694,0.0475154522088673,2,"tags=2%, list=0%, signal=2%","ENSDARG00000056108"
